Time,Input,MACD,Signal,Histogram
2018-07-26T13:15:00,1051.050,,,
2018-07-26T13:30:00,1051.888,,,
2018-07-26T13:45:00,1051.508,,,
2018-07-26T14:00:00,1051.713,,,
2018-07-26T14:15:00,1051.747,,,
2018-07-26T14:30:00,1052.594,,,
2018-07-26T14:45:00,1052.084,,,
2018-07-26T15:00:00,1051.947,,,
2018-07-26T15:15:00,1052.554,,,
2018-07-26T15:30:00,1052.412,,,
2018-07-26T15:45:00,1052.264,,,
2018-07-26T16:00:00,1052.124,,,
2018-07-26T16:15:00,1051.732,,,
2018-07-26T16:30:00,1051.992,,,
2018-07-26T16:45:00,1052.002,,,
2018-07-26T17:00:00,1051.806,,,
2018-07-26T17:15:00,1051.174,,,
2018-07-26T17:30:00,1051.100,,,
2018-07-26T17:45:00,1051.202,,,
2018-07-26T18:00:00,1050.722,,,
2018-07-26T18:15:00,1050.597,,,
2018-07-26T18:30:00,1050.612,,,
2018-07-26T18:45:00,1050.767,,,
2018-07-26T19:00:00,1050.936,,,
2018-07-26T19:15:00,1050.606,,,
2018-07-26T19:30:00,1050.238,-0.2571176019334871,-0.2571176019334871,0
2018-07-26T19:45:00,1050.428,-0.2760883819209994,-0.26091175793098953,-0.015176623990009852
2018-07-26T20:00:00,1050.166,-0.3075481633898107,-0.27023903902275376,-0.03730912436705697
2018-07-26T20:15:00,1050.252,-0.32237349973138407,-0.2806659311644798,-0.041707568566904274
2018-07-26T20:30:00,1049.890,-0.35755321855799593,-0.296043388643183,-0.06150982991481291
2018-07-26T20:45:00,1050.410,-0.3421907987767554,-0.3052728706698975,-0.0369179281068579
2018-07-26T22:00:00,1051.427,-0.24998744973754583,-0.29421578648342717,0.044228336745881336
2018-07-26T22:15:00,1051.460,-0.1722052077459466,-0.26981367073593104,0.09760846298998443
2018-07-26T22:30:00,1051.116,-0.13491161139268115,-0.24283325886728108,0.10792164747459992
2018-07-26T22:45:00,1050.944,-0.11697176563188805,-0.21766096022020248,0.10068919458831443
2018-07-26T23:00:00,1051.677,-0.0465756295391202,-0.18344389408398604,0.13686826454486584
2018-07-26T23:15:00,1051.054,-0.037427691703896926,-0.1542406536079682,0.11681296190407128
2018-07-26T23:30:00,1051.114,-0.02531406404932568,-0.1284553356962397,0.10314127164691403
2018-07-26T23:45:00,1051.270,-0.0038049410852636356,-0.10352525677404449,0.09972031568878086
2018-07-27T00:00:00,1050.721,-0.0280255875675266,-0.08842532293274091,0.06039973536521431
2018-07-27T00:15:00,1050.636,-0.0531287830040128,-0.08136601494699529,0.028237231942982485
2018-07-27T00:30:00,1050.882,-0.05381847160720099,-0.07585650627903642,0.022038034671835433
2018-07-27T00:45:00,1050.940,-0.04940528146585166,-0.07056626131639947,0.02116097985054781
2018-07-27T01:00:00,1050.960,-0.04387960130065949,-0.06522892931325147,0.021349328012591984
2018-07-27T01:15:00,1051.114,-0.027491389756278295,-0.057681421401856836,0.03019003164557854
2018-07-27T01:30:00,1050.575,-0.054721880294664516,-0.05708951318041837,0.0023676328857538537
2018-07-27T01:45:00,1050.070,-0.11339123232733073,-0.06834985700980084,-0.045041375317529886
2018-07-27T02:00:00,1050.116,-0.15479435899919736,-0.08563875740768015,-0.06915560159151721
2018-07-27T02:15:00,1050.155,-0.1826811308062588,-0.10504723208739589,-0.07763389871886292
2018-07-27T02:30:00,1051.020,-0.1376769424180111,-0.11157317415351893,-0.026103768264492164
2018-07-27T02:45:00,1050.775,-0.11911853369565506,-0.11308224606194615,-0.006036287633708906
2018-07-27T03:00:00,1050.578,-0.11796190133350137,-0.1140581771162572,-0.0039037242172441783
2018-07-27T03:15:00,1050.882,-0.09292542774869617,-0.10983162724274499,0.016906199494048826
2018-07-27T03:30:00,1050.867,-0.07332008933053658,-0.1025293196603033,0.02920923032976673
2018-07-27T03:45:00,1050.586,-0.07815554099443034,-0.0976545639271287,0.019499022932698368
2018-07-27T04:00:00,1051.165,-0.03765316502881433,-0.08565428414746583,0.0480011191186515
2018-07-27T04:15:00,1050.962,-0.020609573819456273,-0.07264534208186392,0.05203576826240765
2018-07-27T04:30:00,1051.051,-0.0003021925256234681,-0.05817671217061583,0.057874519644992364
2018-07-27T04:45:00,1051.312,0.03524288568269185,-0.03949279259995429,0.07473567828264614
2018-07-27T05:00:00,1050.860,0.028893720960013525,-0.02581548988796073,0.054709210847974254
2018-07-27T05:15:00,1050.782,0.017726635836197602,-0.017107064743129063,0.034833700579326665
2018-07-27T05:30:00,1051.190,0.03934709050440688,-0.005816233693621874,0.04516332419802875
2018-07-27T05:45:00,1051.083,0.047878518219022226,0.004922716688906946,0.04295580153011528
2018-07-27T06:00:00,1051.342,0.07347271992966853,0.018632717337059262,0.054840002592609266
2018-07-27T06:15:00,1050.881,0.05819459292547435,0.02654509245474228,0.031649500470732075
2018-07-27T06:30:00,1050.666,0.02940247639799054,0.02711656924339193,0.0022859071545986084
2018-07-27T06:45:00,1050.686,0.007933896918757455,0.023280034778465037,-0.015346137859707582
2018-07-27T07:00:00,1050.762,-0.003335030037078468,0.017957021815356335,-0.021292051852434803
2018-07-27T07:15:00,1050.904,-0.001507704768300755,0.014064076498624917,-0.015571781266925672
2018-07-27T07:30:00,1050.568,-0.025254008596903077,0.0062004594795193185,-0.031454468076422396
2018-07-27T07:45:00,1051.156,0.0004595676145981997,0.005052281106535095,-0.004592713491936895
2018-07-27T08:00:00,1051.039,0.011896696775238524,0.00642116424027578,0.005475532534962744
2018-07-27T08:15:00,1049.156,-0.12046969826087661,-0.0189570082599547,-0.10151269000092192
2018-07-27T08:30:00,1049.086,-0.228437492252624,-0.060853105058488566,-0.16758438719413543
2018-07-27T08:45:00,1048.825,-0.3303322484907767,-0.11474893374494619,-0.2155833147458305
2018-07-27T09:00:00,1048.640,-0.42060576278754525,-0.175920299553466,-0.24468546323407925
2018-07-27T09:15:00,1048.576,-0.49165149857208235,-0.23906653935718927,-0.2525849592148931
2018-07-27T09:30:00,1048.816,-0.5239801289735624,-0.2960492572804639,-0.2279308716930985
2018-07-27T09:45:00,1048.294,-0.5826537381760772,-0.35337015345958656,-0.22928358471649068
2018-07-27T10:00:00,1048.415,-0.6131560088567767,-0.4053273245390246,-0.2078286843177521
2018-07-27T10:15:00,1048.080,-0.6553654140800518,-0.45533494244723005,-0.20003047163282173
2018-07-27T10:30:00,1047.966,-0.689729698028259,-0.5022138935634358,-0.1875158044648232
2018-07-27T10:45:00,1048.400,-0.6764391571796295,-0.5370589462866746,-0.13938021089295494
2018-07-27T11:00:00,1048.516,-0.6496795289194779,-0.5595830628132352,-0.09009646610624267
2018-07-27T11:15:00,1048.882,-0.59388087649927,-0.5664426255504422,-0.02743825094882779
2018-07-27T11:30:00,1049.598,-0.48962802617324996,-0.5510797056750038,0.061451679501753786
2018-07-27T11:45:00,1048.940,-0.4515009073099918,-0.5311639460020013,0.07966303869200952
2018-07-27T12:00:00,1049.070,-0.4066940748966772,-0.5062699717809365,0.09957589688425927
2018-07-27T12:15:00,1050.094,-0.29008939456889493,-0.46303385633852817,0.17294446176963324
2018-07-27T12:30:00,1050.599,-0.15727045897256176,-0.40188117686533487,0.2446107178927731
2018-07-27T12:45:00,1051.102,-0.013347278196306434,-0.3241743971315292,0.31082711893522275
2018-07-27T13:00:00,1051.763,0.14953747956860752,-0.22943202179150185,0.3789695013601094
2018-07-27T13:15:00,1050.666,0.19364832371616103,-0.14481595268996927,0.3384642764061303
2018-07-27T13:30:00,1049.830,0.16345193128540814,-0.08316237589489378,0.24661430718030192
2018-07-27T13:45:00,1051.172,0.23852118350964702,-0.018825664013985624,0.2573468475236326
2018-07-27T14:00:00,1051.138,0.29231101975665297,0.043401672740142096,0.24890934701651088
2018-07-27T14:15:00,1050.656,0.2951647795334793,0.09375429409880953,0.20141048543466977
2018-07-27T14:30:00,1051.099,0.3273129443882681,0.14046602415670123,0.18684692023156685
2018-07-27T14:45:00,1051.108,0.34958216838094813,0.1822892530015506,0.16729291537939753
2018-07-27T15:00:00,1050.578,0.3234085463509473,0.21051311167142994,0.11289543467951735
2018-07-26T13:15:00,1227.516,13.569541189883466,2.8823187273138373,10.687222462569629
2018-07-26T13:30:00,1228.800,23.92795564247467,7.091446110346005,16.836509532128666
2018-07-26T13:45:00,1228.408,31.773669504846566,12.027890789246118,19.745778715600448
2018-07-26T14:00:00,1227.764,37.536608247206914,17.129634280838278,20.406973966368636
2018-07-26T14:15:00,1225.985,41.51200699060678,22.00610882279198,19.5058981678148
2018-07-26T14:30:00,1227.494,44.28382917396061,26.461652893025708,17.822176280934904
2018-07-26T14:45:00,1226.573,45.89590628741553,30.34850357190367,15.547402715511858
2018-07-26T15:00:00,1227.070,46.68434797213604,33.61567245195015,13.068675520185892
2018-07-26T15:15:00,1227.578,46.817161332061005,36.25597022797232,10.561191104088685
2018-07-26T15:30:00,1227.728,46.406142771316354,38.286004736641125,8.120138034675229
2018-07-26T15:45:00,1226.339,45.45673532175351,39.720150853663604,5.736584468089909
2018-07-26T16:00:00,1226.655,44.22257544216495,40.62063577136387,3.6019396708010802
2018-07-26T16:15:00,1226.750,42.76183826311399,41.048876269713894,1.7129619934000928
2018-07-26T16:30:00,1227.038,41.153862975625316,41.06987361089618,0.08398936472913476
2018-07-26T16:45:00,1226.987,39.42278644736143,40.740456178189234,-1.3176697308278023
2018-07-26T17:00:00,1226.075,37.549821179481114,40.10232917844761,-2.5525079989664974
2018-07-26T17:15:00,1226.090,35.65589174934121,39.213041692626334,-3.5571499432851255
